"event_id","category","title","time","price","repeat_description","address","image","description","title_code","dates"
"13","GRHS Program","CANCELED: Federal Building to Woodbridge N. Ferris Building - Renewal and Reconnection","7:00 PM","FREE and Open to the Public. FREE Parking","","CHANGE OF VENUE TO: KCAD Woodbridge N. Ferris ""The Fed"" Building, 17 Pearl St NW, Grand Rapids, MI 49503","54-10-17.2695.jpg","<p><em>Due to the possibility of inclement weather and bitter cold this program: </em><strong>&ldquo;Federal Building to Woodbridge N. Ferris Building - Renewal and Reconnection</strong><strong>&rdquo;</strong> <em>is canceled tonight. We&#39;ll do our best to get this program rescheduled later in the year. Thank you for understanding. Be warm and safe everyone.</em></p>

<p><strong>Change of Venue To:&nbsp;KCAD Woodbridge N. Ferris &quot;The Fed&quot; Building</strong><br />
<strong style=""line-height: 1.6;"">Presented by Tom Mathison and Gene Hopkins</strong></p>

<p>Parking is available on the street after 6 p.m., and the Kendall College of Art and Design lot is available across Pearl Street, with the entrance from Division Avenue.&nbsp;Parking also available at St. Marks Church on Division Ave.</p>

<p>At the dawn of the twentieth century, Grand Rapids was in a period of rapid growth. &nbsp;New commercial, manufacturing, and civic buildings helped meet the demands of an expanding community and economy. The existing Federal Courthouse and Post Office was no longer large enough to handle the increasing load.</p>

<p><span style=""line-height: 1.6;"">So in 1909, construction began on a new courthouse and post office building &ndash; on the same site as the old building. In 1912, the building that became known as the Old Federal Building was completed and opened for business. For over 100 years, this building has served a range of functions, adaptively modified to retain its character while serving new audiences. In 2013, it began its service as a place for higher education in art and design for Ferris State University and Kendall College of Art and Design. Come and hear from the design architects of this transformation about the journey to make this a reality.</span></p>","canceledfederalbuildingtowoodbridgenferrisbuildingrenewalandreconnection","2015-1-8"
"14","GRHS Program","Roberta Griffith - Visionary","7:00 PM","FREE and Open to the Public. FREE Parking","","Gerald R. Ford Presidential Museum, 303 Pearl St NW Grand Rapids, MI 49504-5343","10450382_10153643878284988_2583149678964564150_n.jpg","<p>presented by <strong>Gordon Olson</strong>,<em>&nbsp;Grand Rapids City Historian&nbsp;Emeritus</em> and <strong>Rick Stevens</strong>, <em>Executive Director</em> of <a href=""http://www.abvimichigan.org"" target=""_blank""><strong>Association for the Blind and Visually Impaired</strong></a></p>

<p>In recognition of <strong>Women&rsquo;s History Month</strong><br />
sponsored by&nbsp;<a href=""http://www.ggrwhc.org"" target=""_blank"">Greater Grand Rapids Women&rsquo;s History Council</a></p>

<p>Despite having lost her sight as an infant, Roberta Griffith led an extraordinary life on national, state, and local levels. Griffith, born in 1870, was ten years older than Helen Keller. Working together on more than one occasion, they travelled the nation with others, seeking to improve services for the blind. Griffith had graduated from Case Western Reserve University and embarked on a career in journalism before moving to Grand Rapids, where she then began a new career as a real estate agent at the same time she developed her own version of a braille system and produced a dictionary for the blind. Never her losing her determination to learn, create, and help others, Griffith founded the Association for Blind and Visually Impaired in Grand Rapids in 1913. She served as its executive secretary until her death in 1941, for almost thirty years.</p>

<p>Former city historian Gordon Olson will review the life and work of this extraordinary local woman, including her many innovative programs for the blind and visually impaired. He will be joined by Rick Stevens, current executive director of Association for the Blind and Visually Impaired&nbsp;(ABVI), which celebrated its centennial anniversary in 2013. Stevens will update us on Griffith&rsquo;s legacy to Grand Rapids, today&rsquo;s programs and services of the Association for the Blind and Visually Impaired.</p>

<p>Join us to celebrate <strong>Roberta Griffith</strong> and the <a href=""http://www.abvimichigan.org"" target=""_blank""><strong>Association for Blind and Visually Impaired</strong></a>.<br />
<br />
*** This program has been substituted for &ldquo;<strong>The Exciting Early History of African American Women&rsquo;s Clubs in Grand Rapids</strong>&rdquo; postponed because of the vision problems of one of its presenters.</p>

<p><strong style=""line-height: 1.6;"">POSTPONED:&nbsp;The Exciting Early History of African American Women&rsquo;s Clubs in Grand Rapids</strong><br />
In Celebration of&nbsp;<strong style=""line-height: 1.6;"">Women&rsquo;s History Month/Black History Month</strong><br />
<span style=""line-height: 1.6;"">sponsored by&nbsp;</span><a href=""http://www.ggrwhc.org"" style=""line-height: 1.6;"" target=""_blank"">Greater Grand Rapids Women&rsquo;s History Council</a></p>

<p><span style=""line-height: 1.6;"">In 1907 five African American women&rsquo;s groups hosted the convention of the State Federation of Colored Women&rsquo;s Clubs in Grand Rapids. Delegates from all over Michigan were welcomed by the mayor and treated to trolley tours and receptions. Who were these enterprising women representing a miniscule percentage of the city&rsquo;s population? Only now are we piecing together their story from the rich social ferment fostering the emergence of women onto the nation&rsquo;s public stage. Among the host clubs in 1907 was a new group for younger women, the still-continuing Grand Rapids Study Club.</span></p>

<p>During the 1890s women&rsquo;s clubs had proliferated so rapidly and organized women into such a social force that newspapers were compelled to create new sections featuring their plans and activities. What can be found in these early news accounts? That Jewish women, Polish Catholic women, all women, were gathering for self-education and charitable purposes--and sometimes to step up publicly and denounce racist articles, as did the Married Ladies Nineteenth Century Club in 1898. The Grand Rapids Study Club and the Greater Grand Rapids Women&rsquo;s History Council will tell a fascinating story that fills major gaps at the same time it corrects errors in Grand Rapids history.</p>","robertagriffithvisionary","2015-2-12"
"15","GRHS Program","Open Door: The One Hundred Year History of Grand Rapids Junior/Community College","7:00 PM","FREE and Open to the Public. FREE Parking","","Gerald R. Ford Presidential Museum, 303 Pearl St NW Grand Rapids, MI 49504-5343","1950_GRCC.jpg","<p><span style=""line-height: 1.6;"">presented by <strong>Mike Klawitter</strong> and <strong>Walter Lockwood</strong></span></p>

<p><span style=""line-height: 1.6;""><img alt="""" src=""uploads/images/Screenshot%202014-09-22%2012_45_44.png"" style=""width: 292px; height: 78px;"" /></span></p>

<p>For one hundred years Grand Rapids Community College has had a major impact on the city of Grand Rapids and West Michigan. &nbsp;Is was the first junior college in Michigan and one of the earliest in the nation. &nbsp;This presentation will explore the origins of the College and its importance to the central city through the years. &nbsp;Included will be a look at the expansion of programs, enrollment and facilities; the challenges and successes the College has experienced; and some of the personalities involved.</p>

<p><strong style=""line-height: 1.6;"">Be sure to review the interactive website for GRJC/GRCC 1914&ndash;2014 at:&nbsp;<a href=""http://www.grcc.edu/100th"" target=""_blank"">http://www.grcc.edu/100th</a></strong></p>

<p><span style=""line-height: 1.6;"">&ldquo;<strong>The Jewel In Our Midst&rdquo;</strong> &mdash; <em>A Review by Thomas R. Dilley</em></span></p>

<p>&ldquo;It is disturbing to admit, as one of its tens of thousands of graduates, that the arrival of the centenary of Grand Rapids Community College, came as a surprise to me. &nbsp;Yes, it had always been there, and I know hundreds of people whose adult lives and careers began in its classrooms. &nbsp;But, like many others, I had never really given it much thought, either about what it has become or how it has impacted our community.</p>

<p>All of that changed with the reading of Walter Lockwood&rsquo;s superb history of the College, Open Door: Grand Rapids Junior/Community College 1914-2014, released in November 2014. &nbsp;The book is everything that GRCC (or GRJC, if you attended when I did) deserves in the year of the 100th anniversary of its founding, and it is everything one could hope for in a history of this remarkable institution.</p>

<p>From Lockwood&rsquo;s capable and experienced hands, the history and accomplishment of the many who created, fostered and defended the College are delivered and (perhaps for the first time) critically analyzed in thoughtful, welcoming prose that is refreshingly distant from the usual self-aggrandizing reportage filling the pages of the countless corporate and college histories on the shelves of unread libraries. &nbsp;This is a college history that deserves to be read, and will enlighten many about the processes that, from its earliest days have made Grand Rapids Community College one of the most consistently vibrant elements of the Western Michigan community. &nbsp;That, together with a vast array of carefully captioned photographs spanning the entire history of the College, would be enough to secure for this book its just place in local and regional history. &nbsp;But, there is more.</p>

<p>In the telling of the GRJC/GRCC story, Lockwood has also included a useful recitation of the history and politics of local education during the past century. &nbsp;Names and stories that might have drifted away are brought back into the light they deserve. &nbsp;Jesse Davis, Arthur Andrews and Richard Calkins, relentless promoters of the College; Benjamin Beukema and Jay Pylman, progressive Superintendents; and even legendary coaches John Bos and Gordon Hunsberger are all discussed and credited for their roles in the century-long history of the College. &nbsp;All of this results in a history not only of the College, but of the educational system in which it was fostered, grew and ultimately triumphed.</p>

<p>This book, written, designed, created and edited within the College, should be acquired and read by the thousands of the College&rsquo;s (like me, sometimes unappreciative) graduates, and especially by all those who may think of it all as &ldquo;just JC&rdquo;. &nbsp;</p>

<p>Actually, there are two jewels in this story. &nbsp;One obviously is the College itself. &nbsp;The other is this book, a great and worthy edition to the history of our city and region.&rdquo;</p>

<p>&mdash; Thomas R. Dilley, Grand Rapids Historical Commission</p>

<p><em style=""line-height: 1.6;""><strong>Exterior view of the main building at Grand Rapids Junior College, now called Grand Rapids Community College. View taken from Bostwick Avenue. Circa 1950.</strong></em><br />
<span style=""line-height: 1.6;"">&copy; </span><a href=""http://www.grpl.org"" style=""line-height: 1.6;"" target=""_blank"">Grand Rapids Public Library</a><span style=""line-height: 1.6;"">,&nbsp;</span><span style=""line-height: 1.6;"">Grand Rapids History &amp; Special Collections Department,&nbsp;</span><span style=""line-height: 1.6;"">The Robinson Studio Collection (Coll. 125) #</span><span style=""line-height: 1.6;"">125-934-31.NN</span></p>","opendoortheonehundredyearhistoryofgrandrapidsjuniorcommunitycollege","2015-3-12"
"16","GRHS Program","Who the Heck is Abner Doubleday: Base Ball and the Civil War","7:00 PM","FREE and Open to the Public. FREE Parking","","Gerald R. Ford Presidential Museum, 303 Pearl St NW Grand Rapids, MI 49504-5343","600px-Doubledayo_2.jpg","<p><strong>Who the Heck is Abner Doubleday: Base Ball and the Civil War</strong><br />
presented by Bruce Allardice (<em>member of the Chicago Civil War Round Table</em>)</p>

<p><span style=""line-height: 1.6;"">Baseball was labeled the &quot;national pastime&quot; even before Fort Sumter. Civil War soldiers spent more time playing baseball that they did fighting battles. Professor Allardice takes a sometimes serious, sometimes humorous, look at the &ldquo;National Pastime&rdquo; and how it was played during the war. He&#39;ll show that the war destroyed most existing baseball teams, but also helped to spread the game across the nation.</span></p>

<p>&nbsp;</p>

<p><span style=""line-height: 1.6;""><em><strong>Abner Doubleday circa 1800s</strong></em><br />
photo courtesy&nbsp;Bruce Allardice</span></p>","whotheheckisabnerdoubledaybaseballandthecivilwar","2015-4-9"
"17","GRHS Program","The Berkey and Gay Litigation of 1933-34. The Furniture City's Struggle Against the Corporate Raider, The Simmons Bedding and Furniture Company.","","FREE Program and Open to the Public. FREE Parking","","Women's City Club, 254 Fulton St E, Grand Rapids, MI 49503","54-4.5-36_bw2.jpg","<p><strong><span style=""line-height: 1.6;"">Members Annual Meeting and Banquet @ Women&rsquo;s City Club</span></strong></p>

<p><strong>Members Banquet [RSVP and Purchase Tickets by Thu 7 May 2015]:<br />
<a href=""shop/Banquet%20Ticket/51"" target=""_blank"">[ORDER TICKETS HERE]</a></strong><br />
6:00 PM &mdash; Socializing<br />
6:45 PM &mdash; Be Seated for Dinner</p>

<p><strong>Program FREE and OPEN to Public:</strong><br />
7:45 PM &mdash; Be Seated for Program<br />
8:00 PM &mdash; Program Begins</p>

<p><strong>The Berkey and Gay Litigation of 1933&ndash;34. The Furniture City&rsquo;s Struggle Against the Corporate Raider, The Simmons Bedding and Furniture Company</strong><br />
presented<strong> </strong>by<strong>&nbsp;</strong><span style=""line-height: 1.6;"">Patrick E. Mears&nbsp;</span></p>

<p>On September 19, 1933, downtown Grand Rapids was the scene of a gala parade in support of the NRA, the National Recovery Administration, one of FDR&rsquo;s newly created, &ldquo;alphabet soup&rdquo; federal agencies and its codes of conduct for participating businesses. &nbsp;The NRA&rsquo;s symbol, the Blue Eagle, was paraded through the downtown streets in front of 75,000 spectators, accompanied by 75 elaborate floats, the Furniture City Bank and a drum and bugle corps. &nbsp;Many of these floats were sponsored by well-known, local businesses such as American Seating, Corduroy Tire &amp; Rubber Company, Wurzburg Dry Goods and Voight Milling Company. &nbsp;Notwithstanding its federal theme, the &ldquo;Blue Eagle March&rdquo; was a local extravaganza celebrating Grand Rapids manufacturing and commerce.</p>

<p><span style=""line-height: 1.6;"">The next day, the power of these local businesses, especially the furniture companies that made Grand Rapids famous in the previous century, was arrayed against the Simmons Company and its Wall Street allies in the United States District Court for the Western District of Michigan for the first day of trial in an action for an accounting and the recovery of monies alleged by the court-appointed receiver to have been looted from the Berkey &amp; Gay Furniture Company by its corporate owner, the Simmons Company. &nbsp;In September, 1929, just one month before the Stock Market Crash and the onset of the Great Depression, Simmons acquired Berkey &amp; Gay and, in the first dark years of the economic collapse, allegedly liquidated assets for Simmons&rsquo; exclusive benefit to the detriment of Berkey &amp; Gay&rsquo;s creditors, especially its bondholders, who were in large part local Grand Rapids citizens and businesses. &nbsp;The trial was to last for 20 days, staggered over many months. &nbsp;The trial saw local business magnates testify against Simmons. &nbsp;Leading the legal teams of the corporate receiver, the Michigan Trust Company, and Simmons, were perhaps the two brightest stars on the West Michigan legal firmament, Julius H. Amberg and Stuart E. Knappen. &nbsp;While Amberg produced testimony and other evidence on the predatory takeover and buccaneer-type behavior of Simmons, Knappen countered with arguments that, due to Berkey &amp; Gay&rsquo;s troubled financial condition and the impact of the Great Depression, it had no chance of surviving the harsh economic gales.&nbsp;</span></p>

<p>At the close of the trial, Federal District Judge Fred M. Raymond entered judgment against Simmons and awarded the receiver a sum in excess of $2,365,000 plus costs and interest calculated at 5% per annum. &nbsp;Both parties then appealed to the Sixth Circuit Court of Appeals from this judgment and, during the appeals pendency, both the receiver and Simmons settled the case. &nbsp;The furniture companies and local citizenry of Grand Rapids looked back with pride upon the stellar performance of Julius Amberg at trial and with scorn on the predatory practices of Simmons, which was given its just deserts by Judge Raymond.</p>

<p>&nbsp;</p>

<p><strong><em>Berkey &amp; Gay Furniture Factory circa 1920s</em></strong><br />
<span style=""line-height: 1.6;"">photo courtesy of </span><a href=""http://www.grpl.org"" style=""line-height: 1.6;"" target=""_blank"">Grand Rapids Public Library</a><span style=""line-height: 1.6;"">, History and Special Collections, GRPL Photo Collection&nbsp;</span><span style=""line-height: 1.6;"">#</span><span style=""line-height: 1.6;"">54-4.5-36</span></p>","theberkeyandgaylitigationof193334thefurniturecitysstruggleagainstthecorporateraiderthesimmonsbeddingandfurniturecompany","2015-5-14"
"18","Library Event","Genealogy Lock-In","6:00 PM","FREE","","Main Library - 111 Library St NE","","<p><span style=""line-height: 1.6;"">Come to the Grand Rapids History and Special Collections department for a free after-hours program just for genealogists! Learn how to use the microfilm reader/scanner/printer, save images, and take advantage of free copying and printing during the event. Use the time to search databases&mdash;we will have plenty of computers available or bring your own laptop and use the library&rsquo;s WiFi network.</span></p>

<p><span style=""line-height: 1.6;"">Bring your genealogy questions or Ancestry and Heritage Quest problems&mdash;volunteers will be on hand to assist. Network with other genealogists&mdash;you never know what you might find!</span></p>

<p><span style=""line-height: 1.6;"">Registration Required: <a href=""http://www.eventbrite.com/e/genealogy-lock-in-registration-12529872185?aff=eorg"" target=""_blank"">www.grpl.org/register</a> or call 988-5400</span></p>","genealogylockin","2014-10-17"
"19","GRHS Program","Grand Rapids Historical Society - Griffins Hockey Nights","7:00 PM","Upper-level tickets are $16, Lower-level tickets are $20 (that's a savings of $4 off day of game prices PLUS no per ticket service fees)","","130 W Fulton St, Grand Rapids, MI 49503","600_Screenshot_2014-09-17_15.15.54.png","<p><strong>Grand Rapids Historical Society &mdash; Griffins Hockey Nights</strong><br />
Friday 14 November &amp; Wednesday 10 December 2014 &nbsp;@&nbsp;7:00 PM - Van Andel Arena</p>

<p><strong>Two Nights to Save &amp; Support GRHS and Enjoy Our GR Griffins</strong></p>

<p><span style=""line-height: 1.6;"">Save money on tickets and help support the Grand Rapids Historical Society by coming to a hockey game! November 14 see the Griffins take on the defending champion Texas Stars and on December 10 against the Lake Erie Monsters!</span></p>

<p>Upper-level tickets are $16, Lower-level tickets are $20, that is a savings of $4 off day of game prices PLUS no per ticket service fees. Part of the ticket proceeds go to benefit The Grand Rapids Historical Society.</p>

<p><strong>To Order Tickets: Go to <a href=""http://www.griffinshockey.com/promocode"" target=""_blank"">griffinshockey.com/promocode</a> and enter &ldquo;HIST&rdquo;</strong></p>

<p>If you have any questions regarding the offer or for groups of 10 or more, please contact Joseph Yancho at (616)774-4585 ext. 3023 or email: <a href=""mailto:jyancho@griffinshockey.com"">jyancho@griffinshockey.com</a></p>","grandrapidshistoricalsocietygriffinshockeynights","2014-11-14,2014-12-10"
"20","Library Event","History Detectives Day","9:00 AM - 5:00 PM","FREE and Open to the Public","","Grand Rapids Public Library, 111 Library St. N.W. Grand Rapids, MI 49503","10608302_1013989491960314_8298269439952023359_o.jpg","<p><span style=""line-height: 1.6;"">Grand Rapids Public Library&rsquo;s&nbsp;award-winning &ldquo;History Detectives: Sleuthing for Local History&rdquo; is an all-day event. &nbsp;Six presentations will be given on various local history topics throughout the day&nbsp;exploring various aspects of Grand Rapids history. Presented by area historians and members of historical and cultural organizations, topics are varied and reflect the unique heritage of West Michigan. Topics include:</span></p>

<ul>
	<li>Why Grand Rapids Chose to Bulldoze Downtown in the Name of Urban Renewal&nbsp;by Garret Ellison</li>
	<li>The Architecture of Production: Grand Rapids&rsquo; Furniture Factories<br />
	by Matthew Daley</li>
	<li>Pharaohs on the Grand: The Egyptian Revival in Grand Rapids<br />
	by Thomas R. Dilley</li>
	<li>Stories from Maple Grove: A History of the Kent County Poor Farm<br />
	by Adam Oster</li>
	<li>Fannie Boylon: The Legacy of Grand Rapids&rsquo; First Female Home Designer<br />
	by Marcella Beck</li>
	<li>Support Our Schools: Mid-Century Architecture and Rebuilding the Schools Plant in Grand Rapids&nbsp;by Melissa Fox and Pamela VanderPloeg</li>
</ul>

<p><strong>All Events are FREE and Open to the Public<br />
FREE Parking Saturday on the street and in the Ellis Library Lot with validated parking ticket</strong></p>

<p>Boxed Lunches will be available&nbsp;for purchase&nbsp;to Order In Advance. Email <strong><a href=""mailto:rsvp@grpl.org"">rsvp@grpl.org</a></strong> to purchase a boxed lunch.&nbsp;</p>

<p><span style=""line-height: 1.6;"">Find more information here: </span><strong style=""line-height: 1.6;""><a href=""http://www.grpl.org/event/history-detectives-sleuthing-local-history/"" target=""_blank"">GRPL.org/Event/HistoryDetectives</a></strong></p>

<p>&nbsp;</p>","historydetectivesday","2015-1-17"
"21","GRHS Program","Oakgrove Cemetery","10:00 AM","FREE Open to the Public","","","10463689_1159862200706375_5698252640215198831_o.jpg","<p>Take a lecture and cemetery walk through historic Oakgrove Cemetery by author and cemetery historian Thomas R. Dilley, presented by the Grand Rapids Historical Society. This public event is presented without charge, and is open to everyone.<br />
<br />
Oakgrove Cemetery is located at the northwest corner of Kalamazoo Avenue and 28th Street, in south east Grand Rapids. Access to the cemetery is off of Kalamazoo Avenue, next to the fire station. Please follow the signs for MacKay-Jaycees Park to Oakgrove Cemetery.</p>

<div>
<div>&nbsp;</div>

<div><iframe height=""480"" src=""https://www.google.com/maps/d/embed?mid=zrFaDei1tZhw.k3ouK_JYf4g0"" width=""640""></iframe></div>
<span style=""line-height: 1.6;"">&nbsp;</span></div>","oakgrovecemetery","2015-9-12,2015-9-13"
"22","GRHS Program","A History of the Native Americans in the Grand River Valley","7:00 PM","FREE Open to the Public","","","11947896_10206418769964684_3668544809694249679_o.jpg","<p><strong>NOTE: CHANGE OF VENUE for GRHS Programs 2015-16<br />
<a href=""https://www.google.com/maps/d/edit?mid=zrFaDei1tZhw.k42d116L4YEg&amp;usp=sharing"" target=""_blank"">John F. Donnelly Conference Center&nbsp;@ Aquinas College, 157 Woodward Lane SE, Grand Rapids, MI 49506 [MAP &amp; DIRECTIONS]</a></strong></p>

<p>Presented by Levi Rickert, editor-in-chief and co-producer of the Native News Network. Mr. Rickert is a tribal member of the Prairie Band Potawatomi Nation and is the former executive director of the North American Indian Center of Grand Rapids.</p>

<h4>Painting of Grand River 1820s by artist Robert Bushewicz. He was Chief Preparator of Exhibits at&nbsp;Grand Rapids Public Museum.</h4>","ahistoryofthenativeamericansinthegrandrivervalley","2015-10-8"
"23","GRHS Program","How the Pere Marquette Railway Impacted Grand Rapids","7:00 PM","FREE Open to the Public","","","","<p>Presented by Tom Buettner</p>

<p><strong>NOTE: CHANGE OF VENUE for GRHS Programs 2015-16<br />
<a href=""https://www.google.com/maps/@42.9605735,-85.6231392,17z/data=!3m1!4b1!4m2!6m1!1szrFaDei1tZhw.k42d116L4YEg"" target=""_blank"">John F. Donnelly Conference Center&nbsp;@ Aquinas College, 157 Woodward Lane SE, Grand Rapids, MI 49506 [MAP &amp; DIRECTIONS]</a></strong></p>","howtheperemarquetterailwayimpactedgrandrapids","2015-11-12"
"24","GRHS Program","East Hills: Past, Present, and Future","7:00 PM","FREE Open to the Public","","","Wealthy_Street_1925.jpg","<p><span style=""line-height: 1.6;"">Presented by: Rachel Lee</span></p>

<p><strong>NOTE: CHANGE OF VENUE for GRHS Programs 2015-16<br />
<a href=""https://www.google.com/maps/@42.9605735,-85.6231392,17z/data=!4m2!6m1!1szrFaDei1tZhw.k42d116L4YEg"" target=""_blank"">John F. Donnelly Conference Center&nbsp;@ Aquinas College, 157 Woodward Lane SE, Grand Rapids, MI 49506 [MAP &amp; DIRECTIONS]</a></strong></p>

<p><strong>GRHS Presentations Always&nbsp;FREE &mdash; Open to the Public</strong></p>

<p>The East Hills neighborhood has a unique history that adds to its current vibrant character. &nbsp;It has however, taken a lot of hard work and citizen involvement to regain some of the character that the neighborhood possessed in its early beginnings. &nbsp;The majority of the East Hills neighborhood was built in the late 19th Century, when it was made up of orchards and farms. &nbsp;During the late 1800s, the city of Grand Rapids experienced the effects of the industrial revolution and massive immigration of Europeans. &nbsp;Many of these different ethnic groups settled in the East Hills area of the city because it was accessible due to the streetcar. &nbsp;These walkable communities connected the residents to schools, churches, commercial needs, industrial, and transit. &nbsp;Development occurred along transit routes at the time in form of the streetcar, which went along Cherry Street, Eastern Avenue, Lake Drive, Wealthy Street, and Union Avenue making it easy for the residents to travel downtown or to Reeds Lake. &nbsp;From 1870 to 1920 the population of Grand Rapids grew from 16,507 to 137,634. &nbsp;The local businesses began to grow along with the neighborhoods and offered goods to fulfill the immediate needs of the residents. &nbsp;For many years the neighborhood served its residents and was considered a safe neighborhood for families.</p>

<p>During the 1960&rsquo;s East Hills went from being a thriving active community to a neighborhood filled with blight, crime, and abandonment. &nbsp;This was quite a different picture than that of its early beginnings, as the area was left for neglect as residents headed for the newly created suburbs. &nbsp;Along with the Urban Renewal demolitions that occurred in the downtown area during the 1960s and 1970s, the face of inner city neighborhoods in Grand Rapids drastically changed for the worse. &nbsp;Public transit, which was for many years a popular choice of travel, also experienced huge cutbacks due to the affordability of the automobile. &nbsp;Rather than facing these issues head-on, many people continued to leave to the suburbs.&nbsp;</p>

<p>With the absence of homeowners, large amounts of housing were bought up by slumlords. &nbsp;Long term businesses also left the area for the suburbs leaving buildings vacant with boarded up storefronts for illicit activity to occur. Drugs and gangs became prevalent in the area and long term neighbors began to feel angry and determined to regain their community. &nbsp;It is often said that the best way to unite a group of people is to find a common enemy or target. &nbsp;In the 1980s, the nonprofit organization East Hills Council of Neighbors was formed to face the common enemies and take back the neighborhood that they once loved. &nbsp;The involvement of a few concerned residents became a sustainable neighborhood association that has changed the fate of East Hills.</p>

<p>The vision of the East Hills Council of Neighbors is to provide guidance, assistance, direction, and information in the areas of housing, public safety, education, local economic development and community development for the people who live, own property, and work in the East Hills neighborhood.</p>

<p>Since 2004, East Hills has experienced tremendous growth as new shops, restaurants, breweries, bars, and coffee shops have opened within its three business districts of East Fulton, East Hills, and Wealthy Street. In addition, housing is in great demand. Single family houses in East Hills, on average, are sold within one week of being listed for sale. The rental market in East Hills is highly competitive. Over the next two years, eighty-one new market-rate living units are proposed to be added to our neighborhood along the Cherry Street and Wealthy Street corridors. Foot traffic and bicycle traffic along all of our streets increase 100% every year. The Rapid bus covers the East Hills area with five routes: Route 4, 5, 6, 14, and 19. The streets in East Hills are not just busy with people on weekends; it&rsquo;s every day of the year, regardless of the weather.<br />
&nbsp;<br />
The presentation from Rachel Lee will focus on the history of development of the three business districts within the East Hills neighborhood. Rachel Lee is a long-term resident and volunteer in the East Hills neighborhood since 2000. Rachel has led multiple projects related to community economic development and green infrastructure to benefit the neighborhood. She currently serves on the City of Grand Rapids, Bicycle Safety Education Steering Committee and the Strengthening Neighborhoods Task Force; the Neighborhood Coalition and Good Neighbor Committee. She has served as the Co-Chair of the East Hills Council of Neighbors from 2012-August 2013, President of the East Hills Business Association from 2006-2010, Board of Directors for the Wealthy Street Business Alliance from 2003-2010, Chairwoman of the Uptown Advisory Council from 2007-2009, Board of Directors for the East Hills Council of Neighbors from 2001-2003, and a member of the Local Planning Committee for the Michigan Historic Preservation Network in 2009. Rachel received a 2013 Special Recognition Award from City of Grand Rapids Historic Preservation Commission and she was a Woman of East Hills honoree in 2010 and a Logie Award Nominee for the 2009 Neighborhood Business Alliance Awards. She has wrote and partnered on numerous grants bringing a total of $600,000 in funds for projects in the East Hills and Uptown area. She has her B.S. from Grand Valley State University, School of Public, Nonprofit and Health Administration. Rachel is passionate about: local history and historic preservation; urban planning and placemaking; supporting local businesses; parks, public spaces and walkable-bicycle-friendly neighborhoods; Mid-Century Modern and Vintage Design; community emergency management and infrastructure planning; and urban living with her two sons Logan and Lyon Lee, her heart and soul.&nbsp;</p>","easthillspastpresentandfuture","2016-1-14"
